Genus,Species,Sample code,Location,Population,Species,Population,Plant,Leaf,Sample,Phytolith,ArBBox,Area,ArEqD,AspRatio,Breadth,CArea,CHull,Circularity,Compactness,Concavity,Convexity,Curve_Length,Curve_Width,EqEllAr,Feret,MaxR,MBCRadius,MinR,ModRatio,PerEqD,Perimeter,Rectangularity,RFactor,Roundness,Shape,Solidity,Sphericity
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,21,2385,1384.5,41.986,1.344,42.13,1628,153.126,0.582,0.742,243.5,0.885,22.6,9.9,1873.175,56.613,28.47,28.306,7.384,0.261,440.7,172.953,0.581,0.861,0.55,21.606,0.85,0.259
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,22,2628,1640,45.696,1.294,45.07,1808,158.987,0.636,0.784,168,0.883,22.8,10.4,2064.026,58.31,29.327,29.155,8.571,0.294,522.028,180.024,0.624,0.868,0.614,19.761,0.907,0.292
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,23,2388,1431,42.685,1.183,44.93,1610.5,149.325,0.616,0.803,179.5,0.874,22.4,9.8,1875.531,53.151,26.884,26.575,9.195,0.346,455.501,170.853,0.599,0.894,0.645,20.399,0.889,0.342
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,24,2819,1557.5,44.532,1.363,45.48,1875.5,166.596,0.51,0.718,318,0.85,25.3,9.9,2214.037,61.984,31.884,31.034,5.093,0.164,495.768,195.924,0.553,0.856,0.516,24.646,0.83,0.16
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,25,2645,1670.5,46.119,1.538,41.47,1885,168.112,0.592,0.723,214.5,0.893,24.2,10.7,2077.378,63.789,33.646,31.922,6.785,0.213,531.737,188.267,0.632,0.839,0.523,21.218,0.886,0.202
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,26,2814,1628,45.528,1.394,44.92,1862.5,166.845,0.596,0.727,234.5,0.901,24.1,9.9,2210.11,62.642,31.605,31.321,7.451,0.238,518.208,185.196,0.579,0.848,0.528,21.067,0.874,0.236
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,27,4230,2638,57.955,1.593,51.54,3118.5,214.178,0.557,0.706,480.5,0.878,30.1,12.9,3322.234,82.079,41.272,41.042,8.376,0.204,839.701,243.966,0.624,0.831,0.499,22.562,0.846,0.203
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,28,3316,2042,50.99,1.521,46.69,2341.5,187.169,0.586,0.718,299.5,0.894,27.4,11.4,2604.38,71.021,36.263,35.511,6.717,0.189,649.989,209.338,0.616,0.839,0.515,21.461,0.872,0.185
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,29,2763,1752.5,47.237,1.486,43.12,2002.5,169.877,0.581,0.737,250,0.872,25.7,9.7,2170.055,64.078,32.399,32.039,7.783,0.243,557.838,194.752,0.634,0.844,0.543,21.642,0.875,0.24
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,30,2912,2191.5,52.823,1.605,42.6,2479,186.994,0.619,0.773,287.5,0.887,26.6,11.6,2287.079,68.359,34.911,34.296,8.269,0.242,697.576,210.894,0.753,0.871,0.597,20.295,0.884,0.237
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,31,1860,1032.5,36.258,1.14,40.4,1187.5,129.476,0.609,0.787,155,0.887,19.1,8.8,1460.841,46.043,23.611,23.039,7.884,0.342,328.655,145.983,0.555,0.895,0.62,20.64,0.869,0.334
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,32,1854,1354.5,41.528,1.735,32.69,1506,150.321,0.645,0.732,151.5,0.925,20.5,9.4,1456.128,56.719,28.589,28.377,8.887,0.313,431.151,162.468,0.731,0.844,0.536,19.488,0.899,0.311
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,33,2326,1472.5,43.299,1.556,38.66,1682,157.729,0.55,0.72,209.5,0.86,23.6,9,1826.836,60.166,30.165,30.083,5.994,0.199,468.711,183.439,0.633,0.834,0.518,22.852,0.875,0.199
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,34,3336,2045,51.027,1.851,42.45,2355.5,192.636,0.565,0.649,310.5,0.903,28.3,10.4,2620.088,78.588,40.864,39.294,6.653,0.169,650.944,213.338,0.613,0.78,0.422,22.256,0.868,0.163
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,35,1580,1044.5,36.468,1.659,30.86,1169,132.814,0.595,0.712,124.5,0.895,19.5,8.2,1240.929,51.196,25.921,25.603,5.9,0.231,332.475,148.468,0.661,0.826,0.507,21.104,0.893,0.228
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,36,3475,2041,50.977,1.771,44.3,2536.5,199.186,0.484,0.65,495.5,0.865,29,11.6,2729.259,78.447,40.74,39.224,3.412,0.087,649.67,230.309,0.587,0.808,0.422,25.988,0.805,0.084
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,37,2497,1424.5,42.588,1.588,39.66,1722,163.174,0.497,0.676,297.5,0.86,24.8,9.2,1961.139,62.968,31.597,31.484,4.478,0.142,453.432,189.782,0.57,0.825,0.457,25.284,0.827,0.142
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,38,2513,1686,46.332,1.872,36.64,1916,173.471,0.572,0.675,230,0.901,24.6,9.8,1973.706,68.593,34.645,34.297,5.611,0.164,536.67,192.51,0.671,0.805,0.456,21.981,0.88,0.162
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,39,3030,1625,45.486,1.614,43.33,2040.5,180.995,0.473,0.651,415.5,0.872,26.9,9.7,2379.756,69.921,35.423,34.973,3.608,0.103,517.254,207.681,0.536,0.824,0.423,26.542,0.796,0.102
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,40,2136,1329.5,41.143,1.333,40.03,1511.5,147.178,0.623,0.771,182,0.899,21.1,9.5,1677.61,53.367,26.783,26.684,8.019,0.301,423.193,163.782,0.622,0.878,0.594,20.176,0.88,0.299
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,41,3662,2056,51.164,1.348,52.12,2319.5,183.697,0.64,0.728,263.5,0.915,26.8,11.8,2876.128,70.264,35.222,35.132,13.221,0.376,654.445,200.853,0.561,0.832,0.53,19.622,0.886,0.375
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,42,3792,2325,54.408,1.783,46.12,2817,208.121,0.525,0.662,492,0.882,30,11,2978.23,82.225,41.784,41.113,6.315,0.154,740.07,235.966,0.613,0.806,0.438,23.948,0.825,0.151
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,43,2784,1551,44.439,1.273,46.76,1761,160.322,0.589,0.746,210,0.881,23.6,9.7,2186.549,59.54,30.561,29.783,8.007,0.269,493.699,181.882,0.557,0.857,0.557,21.329,0.881,0.262
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,44,3900,2125,52.016,1.385,53.06,2441,190.29,0.591,0.708,316,0.895,28.6,11.2,3063.053,73.498,37.01,36.749,10.372,0.282,676.409,212.51,0.545,0.824,0.501,21.252,0.871,0.28
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,45,4112,2891,60.671,1.88,46.76,3292,227.993,0.588,0.69,401,0.917,31.3,13.4,3229.557,87.932,44.383,44.039,11.089,0.252,920.234,248.652,0.703,0.825,0.476,21.386,0.878,0.25
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,46,3597,2038.5,50.946,1.375,51.15,2358,185.629,0.594,0.724,319.5,0.894,27.6,11.3,2825.077,70.328,35.427,35.164,9.603,0.273,648.875,207.581,0.567,0.84,0.525,21.138,0.865,0.271
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,47,2742,1467,43.219,1.214,47.52,1701.5,158.562,0.572,0.749,234.5,0.883,23.3,9.9,2153.562,57.706,30.421,28.867,7.849,0.272,466.961,179.539,0.535,0.875,0.561,21.973,0.862,0.258
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,48,3457,2126.5,52.034,1.426,49.24,2428,189.141,0.608,0.741,301.5,0.902,27.6,11.5,2715.121,70.214,35.699,35.157,10.025,0.286,676.886,209.581,0.615,0.857,0.549,20.656,0.876,0.281
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,49,2532,1364,41.674,1.277,44.53,1559.5,153.518,0.608,0.733,195.5,0.914,22.5,9.7,1988.628,56.859,28.685,28.43,9.386,0.33,434.175,167.882,0.539,0.859,0.537,20.663,0.875,0.327
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,50,4273,2321.5,54.368,1.153,60.89,2677.5,196.869,0.578,0.775,356,0.876,29,12.5,3356.006,70.178,37.012,35.354,10.814,0.308,738.956,224.752,0.543,0.893,0.6,21.759,0.867,0.292
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,1,1648,975,35.234,1.17,37.53,1055,122.306,0.706,0.802,80,0.928,16.9,8.5,1294.336,43.909,22.416,21.973,8.231,0.375,310.352,131.74,0.592,0.887,0.644,17.8,0.924,0.367
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,2,3475,1886,49.003,1.129,55.47,2214,177.524,0.56,0.782,328,0.863,26.4,11.3,2729.259,62.65,32.052,31.333,8.038,0.257,600.332,205.681,0.543,0.902,0.612,22.431,0.852,0.251
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,3,3055,1721,46.811,1.336,47.82,2043.5,173.676,0.54,0.733,322.5,0.868,26.4,11,2399.391,63.891,34.149,32.309,6.898,0.216,547.811,200.167,0.563,0.865,0.537,23.281,0.842,0.202
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,4,2984,1722.5,46.831,1.248,48.89,1972,167.305,0.598,0.767,249.5,0.879,24.6,10.4,2343.628,61.033,30.628,30.525,9.283,0.304,548.289,190.267,0.577,0.873,0.589,21.017,0.873,0.303
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,5,1814,1094.5,37.33,1.13,40.07,1210.5,128.974,0.598,0.824,116,0.851,18.9,8.4,1424.712,45.277,23.451,22.648,6.748,0.298,348.39,151.64,0.603,0.907,0.68,21.009,0.904,0.288
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,6,3163,1727.5,46.899,1.159,52.25,2029,170.946,0.589,0.775,301.5,0.891,25.6,10.9,2484.214,60.539,30.628,30.296,8.026,0.265,549.88,191.924,0.546,0.899,0.6,21.323,0.851,0.262
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,7,1872,1163,38.481,1.308,37.84,1265.5,135.559,0.707,0.778,102.5,0.943,18.4,8.9,1470.265,49.477,25.042,24.804,9.61,0.388,370.194,143.74,0.621,0.872,0.605,17.765,0.919,0.384
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,8,2598,1555,44.496,1.167,47.17,1711.5,153.267,0.673,0.808,156.5,0.9,21.4,11,2040.464,55.073,28.683,27.536,11.77,0.427,494.972,170.368,0.599,0.886,0.653,18.666,0.909,0.41
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,9,2128,1248,39.862,1.271,40.92,1387,139.833,0.672,0.767,139,0.916,20.4,9.2,1671.327,52,26.619,26,10.493,0.404,397.251,152.711,0.586,0.856,0.588,18.686,0.9,0.394
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,10,3258,1731,46.947,1.303,50.01,2141,176.603,0.516,0.721,410,0.86,27.5,10.2,2558.827,65.146,33.274,32.573,4.89,0.15,550.994,205.338,0.531,0.863,0.519,24.358,0.809,0.147
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,11,2608,1640.5,45.703,1.459,42.28,1859,166.001,0.618,0.741,218.5,0.909,23.1,10.4,2048.318,61.685,31.303,30.846,9.148,0.297,522.187,182.61,0.629,0.857,0.549,20.327,0.882,0.292
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,12,1953,1262,40.085,1.365,37.83,1381.5,138.149,0.619,0.776,119.5,0.863,21,8.8,1533.883,51.624,26.666,25.812,7.883,0.305,401.707,160.024,0.646,0.852,0.603,20.291,0.913,0.296
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,13,2214,1369.5,41.758,1.276,41.65,1550,148.027,0.611,0.786,180.5,0.882,21.9,9.8,1738.872,53.16,26.973,26.708,7.1,0.267,435.925,167.782,0.619,0.886,0.617,20.555,0.884,0.263
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,14,2679,1500,43.702,1.368,44.25,1750,161.854,0.548,0.722,250,0.872,23.9,9.7,2104.082,60.539,31.238,30.27,6.969,0.23,477.465,185.539,0.56,0.851,0.521,22.95,0.857,0.223
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,15,2846,1616.5,45.367,1.368,45.61,1845.5,164.799,0.571,0.727,229,0.874,24.8,10.3,2235.243,62.394,31.873,31.197,7.21,0.231,514.548,188.61,0.568,0.841,0.529,22.007,0.876,0.226
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,16,2596,1604.5,45.199,1.31,44.52,1810,160.811,0.638,0.775,205.5,0.905,22.6,10.1,2038.894,58.31,29.528,29.155,9.124,0.313,510.728,177.782,0.618,0.878,0.601,19.699,0.886,0.309
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,17,1880,1047.5,36.52,1.116,41.05,1189.5,129.253,0.564,0.797,142,0.846,20,8.4,1476.549,45.804,23.193,22.903,5.988,0.261,333.43,152.811,0.557,0.898,0.636,22.292,0.881,0.258
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,18,2709,1510,43.847,1.085,49.98,1691.5,154.339,0.592,0.809,181.5,0.862,23.3,10.4,2127.644,54.203,27.252,27.102,7.909,0.292,480.648,179.054,0.557,0.906,0.654,21.232,0.893,0.29
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,19,3465,1876,48.873,1.319,51.26,2294.5,180.969,0.53,0.723,418.5,0.858,28.5,10.2,2721.405,67.602,34.263,33.801,7.17,0.212,597.149,210.995,0.541,0.852,0.523,23.731,0.818,0.209
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,20,2173,1448,42.938,1.47,38.45,1626,153.38,0.561,0.76,178,0.852,21.7,9.2,1706.67,56.515,28.693,28.305,4.327,0.153,460.913,180.024,0.666,0.864,0.577,22.382,0.891,0.151
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,21,2196,1288.5,40.504,1.197,42.84,1486.5,145.688,0.559,0.79,198,0.856,22.1,9,1724.734,51.264,25.711,25.652,5.99,0.234,410.142,170.125,0.587,0.905,0.624,22.462,0.867,0.233
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,22,1740,1047,36.511,1.063,40.45,1149,124.799,0.689,0.849,102,0.903,17.1,8.8,1366.593,43.012,21.674,21.506,9.912,0.461,333.27,138.225,0.602,0.924,0.721,18.249,0.911,0.457
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,23,3413,1845.5,48.474,1.151,54.45,2166.5,175.769,0.569,0.773,321,0.87,26.9,10.9,2680.564,62.682,32.15,31.343,8.59,0.274,587.441,201.924,0.541,0.893,0.598,22.093,0.852,0.267
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,24,2263,1300.5,40.692,1.044,46.56,1506.5,142.895,0.612,0.837,206,0.874,20.5,9.7,1777.356,48.6,24.906,24.302,8.494,0.35,413.962,163.439,0.575,0.936,0.701,20.54,0.863,0.341
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,25,3115,1916.5,49.398,1.485,45.8,2232.5,182.012,0.608,0.726,316,0.914,25.9,10.7,2446.515,68.007,34.245,34.013,9.409,0.277,610.041,199.095,0.615,0.852,0.528,20.683,0.858,0.275
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,26,2473,1463.5,43.167,1.499,40.62,1782,162.419,0.527,0.709,318.5,0.87,24.4,9.4,1942.29,60.877,30.575,30.442,5.248,0.172,465.847,186.752,0.592,0.849,0.503,23.831,0.821,0.172
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,27,3664,2050.5,51.096,1.275,53.61,2355.5,186.576,0.594,0.748,305,0.896,27.2,12.6,2877.699,68.352,34.535,34.176,9.58,0.28,652.694,208.267,0.56,0.869,0.559,21.153,0.871,0.277
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,28,2737,1488,43.527,1.187,48.01,1732,158.857,0.557,0.764,244,0.867,24.3,9.6,2149.635,57.009,29.302,28.511,6.264,0.22,473.645,183.196,0.544,0.887,0.583,22.554,0.859,0.214
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,29,2494,1447,42.923,1.175,46.08,1662,152.097,0.609,0.793,215,0.88,22.5,9.7,1958.783,54.129,28.05,27.151,8.406,0.311,460.594,172.853,0.58,0.894,0.629,20.648,0.871,0.3
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,30,3079,1924.5,49.501,1.302,48.62,2189.5,175.377,0.625,0.782,265,0.891,24.9,11.1,2418.241,63.325,31.999,31.662,11.03,0.348,612.587,196.752,0.625,0.882,0.611,20.115,0.879,0.345
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,31,2324,1315.5,40.926,1.17,44.56,1505,146.111,0.581,0.785,189.5,0.867,22.4,9.4,1825.265,52.154,26.654,26.097,6.132,0.235,418.737,168.61,0.566,0.892,0.616,21.611,0.874,0.23
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,32,3265,1889,49.042,1.221,51.72,2153,174.235,0.581,0.777,264,0.862,26.1,10.8,2564.325,63.135,31.757,31.602,7.914,0.251,601.287,202.167,0.579,0.878,0.603,21.636,0.877,0.249
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,33,2023,1129,37.914,1.061,43.67,1269,132.919,0.622,0.818,140,0.88,19.1,9.3,1588.86,46.325,23.423,23.176,8.922,0.385,359.372,151.054,0.558,0.913,0.67,20.21,0.89,0.381
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,34,2120,1320.5,41.004,1.179,42.4,1483,142.389,0.621,0.82,162.5,0.871,21,9.8,1665.044,50,25.558,25.008,8.621,0.345,420.328,163.439,0.623,0.906,0.673,20.229,0.89,0.337
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,35,2698,1608,45.248,1.175,47.92,1866.5,161.12,0.569,0.804,258.5,0.855,23.6,10.1,2119.004,56.303,28.437,28.167,7.222,0.257,511.842,188.51,0.596,0.911,0.646,22.099,0.862,0.254
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,36,1953,1101,37.441,1.074,42.65,1210.5,130.242,0.613,0.818,109.5,0.867,19,9,1533.883,45.793,23.073,22.899,8.453,0.369,350.459,150.225,0.564,0.905,0.668,20.497,0.91,0.366
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,37,2112,1351.5,41.482,1.305,40.23,1510,144.923,0.629,0.79,158.5,0.882,21.4,9.3,1658.761,52.498,26.42,26.249,8.486,0.323,430.196,164.267,0.64,0.879,0.624,19.966,0.895,0.321
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,38,1870,1183,38.81,1.226,39.05,1310,134.052,0.624,0.81,127,0.868,19.7,8.3,1468.695,47.885,24.099,23.944,7.851,0.328,376.561,154.368,0.633,0.891,0.657,20.143,0.903,0.326
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,39,2718,1550.5,44.431,1.101,49.68,1740,156.521,0.595,0.812,189.5,0.865,23.1,10.4,2134.712,54.708,28.301,27.357,8.97,0.328,493.539,180.953,0.57,0.911,0.66,21.118,0.891,0.317
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,40,1820,1091.5,37.279,1.066,41.32,1204.5,127.867,0.639,0.846,113,0.873,18.2,9.2,1429.425,44.045,22.658,22.104,8.773,0.398,347.435,146.468,0.6,0.924,0.716,19.654,0.906,0.387
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,41,2975,1722.5,46.831,1.279,48.23,1976,170.668,0.596,0.759,253.5,0.895,24.7,10.8,2336.56,61.685,32.129,31.005,7.852,0.255,548.289,190.61,0.579,0.881,0.576,21.093,0.872,0.244
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,42,2092,1308.5,40.817,1.4,38.66,1519,146.975,0.567,0.754,210.5,0.863,22,8.9,1643.053,54.12,27.551,27.064,6.494,0.24,416.508,170.267,0.625,0.864,0.569,22.156,0.861,0.236
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,43,2412,1395,42.145,1.404,41.45,1614,155.363,0.566,0.724,219,0.883,23.9,9.2,1894.38,58.189,29.62,29.11,6.153,0.211,444.042,176.024,0.578,0.85,0.525,22.211,0.864,0.208
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,44,2145,1281,40.386,1.209,42.12,1468,144.14,0.59,0.793,187,0.873,21,9.1,1684.679,50.922,25.991,25.466,7.663,0.301,407.755,165.196,0.597,0.901,0.629,21.303,0.873,0.295
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,45,1942,1159,38.415,1.275,39.02,1306,136.128,0.602,0.772,147,0.875,20.2,9.1,1525.243,49.769,25.636,24.885,7.577,0.305,368.921,155.539,0.597,0.871,0.596,20.874,0.887,0.296
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,46,2190,1354,41.521,1.706,35.83,1573,156.203,0.549,0.679,219,0.887,23.1,9.1,1720.022,61.131,31.064,30.566,4.099,0.134,430.992,176.024,0.618,0.813,0.461,22.884,0.861,0.132
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,47,2175,1366,41.704,1.494,38.15,1517,150.158,0.591,0.732,151,0.881,22.3,9.3,1708.241,57.009,28.899,28.51,6.374,0.224,434.811,170.368,0.628,0.838,0.535,21.248,0.9,0.221
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,48,2244,1368.5,41.742,1.231,42.7,1554,147.525,0.591,0.794,185.5,0.865,22,9.4,1762.433,52.555,26.564,26.307,7.658,0.291,435.607,170.61,0.61,0.894,0.631,21.27,0.881,0.288
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,49,1963,1191.5,38.95,1.464,36.62,1404,142.331,0.561,0.727,212.5,0.871,21.5,8.4,1541.737,53.6,27.241,26.8,5.267,0.197,379.266,163.439,0.607,0.845,0.528,22.419,0.849,0.193
Setaria,italica,5_7,Bcn-2,PI 464176,2,10,21,40,79,50,2628,1430.5,42.678,1.197,46.86,1653,153.627,0.582,0.761,222.5,0.874,23.4,9.8,2064.026,56.08,28.235,28.042,6.927,0.247,455.342,175.782,0.544,0.872,0.579,21.6,0.865,0.245
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,1,3196,1921,49.456,1.262,50.32,2091,173.609,0.697,0.779,170,0.933,24.1,11.6,2510.133,63.514,32.749,31.869,11.393,0.359,611.473,186.167,0.601,0.87,0.606,18.042,0.919,0.348
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,2,1969,1407,42.326,1.782,33.24,1539,151.89,0.651,0.715,132,0.921,21.4,9.1,1546.449,59.237,29.749,29.618,8.802,0.297,447.862,164.853,0.715,0.816,0.511,19.315,0.914,0.296
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,3,2044,1401,42.235,1.657,35.13,1560,153.103,0.632,0.726,159,0.918,21.5,9.6,1605.354,58.189,29.731,29.132,7.906,0.272,445.952,166.853,0.685,0.838,0.527,19.871,0.898,0.266
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,4,2620,1735,47.001,1.582,40.7,1908.5,168.403,0.655,0.73,173.5,0.923,23.6,10.4,2057.743,64.382,32.999,32.191,10.067,0.313,552.268,182.51,0.662,0.833,0.533,19.199,0.909,0.305
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,5,2708,1765.5,47.412,1.804,38.75,2033,177.617,0.582,0.678,267.5,0.91,25.4,10.2,2126.858,69.893,35.683,34.964,7.833,0.224,561.976,195.238,0.652,0.809,0.46,21.59,0.868,0.22
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,6,2072,1311.5,40.864,1.443,37.9,1466.5,144.967,0.639,0.747,155,0.903,21.1,9.1,1627.345,54.672,27.968,27.338,8.149,0.298,417.463,160.61,0.633,0.844,0.559,19.669,0.894,0.291
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,7,2673,1720,46.797,1.697,39.68,1945,172.465,0.618,0.695,225,0.922,24.7,9.8,2099.369,67.357,34.455,33.679,8.783,0.261,547.493,186.995,0.643,0.815,0.483,20.33,0.884,0.255
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,8,1169,736,30.612,1.216,31.01,790.5,103.117,0.752,0.812,54.5,0.93,13.8,7.9,918.13,37.696,19.035,18.848,10.213,0.542,234.276,110.912,0.63,0.871,0.659,16.714,0.931,0.537
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,9,3117,2137.5,52.168,1.991,39.57,2475,198.241,0.554,0.662,337.5,0.9,28.4,10.9,2448.086,78.772,39.797,39.386,6.86,0.174,680.387,220.208,0.686,0.801,0.439,22.686,0.864,0.172
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,10,2754,1638,45.668,1.791,39.21,2009,179.323,0.499,0.65,371,0.883,26.9,9.7,2162.987,70.235,36.477,35.12,4.942,0.141,521.392,203.137,0.595,0.813,0.423,25.192,0.815,0.135
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,11,3753,2290.5,54.003,1.71,46.85,2680.5,203.377,0.539,0.674,390,0.88,30,11.8,2947.599,80.112,40.732,40.056,7.697,0.192,729.089,231.179,0.61,0.808,0.454,23.333,0.855,0.189
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,12,2685,1615.5,45.353,1.66,40.22,1911,170.007,0.574,0.679,295.5,0.904,25.3,9.1,2108.794,66.761,33.774,33.38,8.081,0.242,514.23,188.066,0.602,0.811,0.462,21.893,0.845,0.239
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,13,2876,1696.5,46.476,1.303,46.98,1914,165.213,0.648,0.759,217.5,0.911,23.6,10.6,2258.805,61.221,31.666,30.61,10.116,0.33,540.013,181.439,0.59,0.859,0.576,19.405,0.886,0.319
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,14,2890,1784.5,47.667,1.574,42.85,2030.5,174.529,0.565,0.707,246,0.876,26.7,10.9,2269.801,67.446,34.548,33.723,6.348,0.188,568.024,199.238,0.617,0.824,0.499,22.245,0.879,0.184
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,15,1651,1067.5,36.867,1.636,31.77,1238,135.758,0.614,0.709,170.5,0.919,20.3,8.1,1296.692,51.971,26.576,25.986,6.96,0.268,339.796,147.782,0.647,0.831,0.503,20.458,0.862,0.262
Setaria,italica,5_8,Bcn-2,PI 464176,2,10,21,40,80,16,2675,1632.5,45.591,1.517,42,1925,167.105,0.574,0.716,292.5,0.884,25,9.7,2100.94,63.695,33.208,31.863,8.213,0.258,519.641,189.095,0.61,0.835,0.512,21.903,0.848,0.247
