Genus,Species,Sample code,Location,Population,Species,Population,Plant,Leaf,Sample,Phytolith,ArBBox,Area,ArEqD,AspRatio,Breadth,CArea,CHull,Circularity,Compactness,Concavity,Convexity,Curve_Length,Curve_Width,EqEllAr,Feret,MaxR,MBCRadius,MinR,ModRatio,PerEqD,Perimeter,Rectangularity,RFactor,Roundness,Shape,Solidity,Sphericity
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,2,2620,1529.5,44.13,1.235,46.06,1782.5,159.68,0.584,0.776,253,0.88,23.9,9.8,2057.743,56.886,29.15,28.461,6.994,0.246,486.855,181.439,0.584,0.894,0.602,21.523,0.858,0.24
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,3,2280,1660.5,45.981,1.965,34.06,1880,169.673,0.576,0.687,219.5,0.892,23.6,9.8,1790.708,66.94,34.176,33.47,6.029,0.18,528.554,190.267,0.728,0.807,0.472,21.802,0.883,0.176
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,4,1765,1304.5,40.755,2.029,29.5,1487,153.657,0.588,0.681,182.5,0.92,21.3,8.8,1386.228,59.841,31.045,29.921,6.855,0.229,415.235,166.953,0.739,0.817,0.464,21.367,0.877,0.221
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,5,2745,1522.5,44.028,1.21,47.63,1878,162.624,0.511,0.764,355.5,0.841,24.6,9.6,2155.918,57.628,29.006,28.83,5.06,0.176,484.627,193.439,0.555,0.898,0.584,24.577,0.811,0.174
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,6,2448,1518.5,43.971,1.426,41.43,1675,155.407,0.67,0.744,156.5,0.921,22.3,10.3,1922.655,59.093,29.752,29.547,10.417,0.353,483.354,168.752,0.62,0.837,0.554,18.754,0.907,0.35
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,7,2056,1313,40.887,1.502,37,1458,145.922,0.654,0.736,145,0.919,20.9,9.4,1614.779,55.57,28.635,27.785,9.87,0.355,417.941,158.853,0.639,0.836,0.541,19.219,0.901,0.345
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,8,2970,1790.5,47.747,1.385,46.31,2093.5,171.976,0.606,0.744,303,0.893,24.6,10.6,2332.633,64.14,32.182,32.071,8.78,0.274,569.934,192.61,0.603,0.853,0.554,20.72,0.855,0.273
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,9,1858,1421.5,42.543,2.672,26.37,1650,170.318,0.529,0.604,228.5,0.927,24.5,8,1459.27,70.456,35.456,35.228,6.108,0.173,452.478,183.782,0.765,0.769,0.365,23.761,0.862,0.172
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,10,1876,1134.5,38.006,1.802,32.27,1314.5,143.508,0.581,0.654,180,0.916,21.7,8.2,1473.407,58.138,29.513,29.069,6.703,0.231,361.123,156.61,0.605,0.786,0.427,21.619,0.863,0.227
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,11,2386,1370,41.765,1.727,37.17,1680.5,163.052,0.522,0.651,310.5,0.897,24.3,8.8,1873.96,64.195,32.434,32.101,4.857,0.151,436.085,181.681,0.574,0.808,0.423,24.093,0.815,0.15
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,12,2732,1932,49.597,2.131,35.81,2325,192.897,0.538,0.65,393,0.908,26.2,10.3,2145.708,76.295,38.898,38.148,7.273,0.191,614.975,212.51,0.707,0.805,0.423,23.375,0.831,0.187
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,13,1920,1171,38.613,1.526,35.48,1329.5,141.284,0.623,0.713,158.5,0.919,21,9.1,1507.964,54.12,28.134,27.065,8.299,0.307,372.741,153.681,0.61,0.831,0.509,20.169,0.881,0.295
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,14,1879,1162,38.464,1.156,40.31,1291.5,133.342,0.668,0.825,129.5,0.902,18.5,9.1,1475.763,46.615,23.39,23.308,8.754,0.376,369.876,147.882,0.618,0.911,0.681,18.82,0.9,0.374
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,15,2157,1234,39.638,1.44,38.7,1419,147.829,0.556,0.711,185,0.885,22.1,8.6,1694.104,55.731,28.505,27.866,5.546,0.199,392.794,167.054,0.572,0.844,0.506,22.615,0.87,0.195
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,16,2460,1377.5,41.879,1.379,42.23,1644.5,154.779,0.555,0.719,267,0.876,23.8,8.6,1932.079,58.249,29.709,29.125,7.198,0.247,438.472,176.61,0.56,0.846,0.517,22.643,0.838,0.242
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,17,1815,1189.5,38.917,2.107,29.35,1400,153.326,0.522,0.629,210.5,0.906,22.1,8,1425.498,61.847,31.632,30.923,5.032,0.163,378.63,169.296,0.655,0.789,0.396,24.095,0.85,0.159
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,18,3078,2070,51.338,2.203,37.38,2532.5,205.494,0.509,0.623,462.5,0.909,30,10.5,2417.456,82.347,42.749,41.215,7.358,0.179,658.901,225.966,0.673,0.794,0.389,24.667,0.817,0.172
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,19,2840,1700,46.524,1.488,43.69,1971,170.921,0.586,0.716,271,0.896,25.2,10.1,2230.531,65,33.524,32.5,7.922,0.244,541.127,190.853,0.599,0.837,0.512,21.426,0.863,0.236
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,20,1803,1175.5,38.687,1.687,32.69,1338.5,140.943,0.556,0.701,163,0.865,22.1,8.1,1416.073,55.154,28.084,27.578,5.815,0.211,374.173,162.953,0.652,0.813,0.492,22.589,0.878,0.207
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,21,1858,1365.5,41.697,1.864,31.57,1623.5,156.321,0.521,0.708,258,0.862,21.1,9.1,1459.27,58.856,29.729,29.428,3.929,0.134,434.652,181.439,0.735,0.845,0.502,24.108,0.841,0.132
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,22,2056,1313.5,40.895,1.805,33.75,1567.5,155.507,0.544,0.671,254,0.892,22.5,8.9,1614.779,60.926,30.674,30.463,5.138,0.169,418.1,174.267,0.639,0.812,0.451,23.121,0.838,0.168
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,23,2483,1544.5,44.345,1.974,35.47,1791.5,170.511,0.564,0.633,247,0.919,25.5,9.1,1950.144,70.007,35.12,35.004,7.122,0.203,491.63,185.581,0.622,0.775,0.401,22.299,0.862,0.203
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,24,2148,1190,38.925,1.283,40.92,1374.5,140.619,0.594,0.741,184.5,0.886,21.1,9.1,1687.035,52.498,26.741,26.249,6.114,0.233,378.789,158.711,0.554,0.853,0.55,21.167,0.866,0.229
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,25,1980,1276,40.307,1.403,37.57,1434.5,144.017,0.66,0.765,158.5,0.924,20,9.2,1555.088,52.697,26.854,26.422,8.358,0.317,406.163,155.882,0.644,0.87,0.585,19.043,0.89,0.311
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,26,2028,1187.5,38.884,1.613,35.45,1369.5,143.663,0.574,0.68,182,0.891,22.1,8.2,1592.787,57.201,29.702,28.601,6.91,0.242,377.993,161.296,0.586,0.799,0.462,21.909,0.867,0.233
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,27,3360,1906,49.263,1.434,48.41,2277,184.551,0.555,0.71,371,0.889,27.9,10.6,2638.938,69.405,35.433,34.702,9.111,0.263,606.699,207.681,0.567,0.846,0.504,22.629,0.837,0.257
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,28,1772,1140.5,38.107,1.418,35.36,1292,134.961,0.63,0.76,151.5,0.895,18.7,8.3,1391.726,50.12,25.126,25.061,6.592,0.263,363.032,150.811,0.644,0.857,0.578,19.942,0.883,0.262
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,29,1786,1336.5,41.251,2.206,28.45,1532.5,156.215,0.575,0.657,196,0.914,21.8,8.5,1402.721,62.769,31.579,31.385,6.653,0.212,425.421,170.953,0.748,0.792,0.432,21.867,0.872,0.211
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,30,1690,1025.5,36.135,1.148,38.37,1148.5,125.294,0.632,0.82,123,0.877,18.2,8.3,1327.323,44.045,23.285,22.023,6.711,0.305,326.427,142.811,0.607,0.905,0.673,19.888,0.893,0.288
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,31,1318,998,35.647,2.046,25.38,1138.5,133.098,0.596,0.687,140.5,0.918,18.2,7.6,1035.155,51.923,26.143,25.962,6.369,0.245,317.673,145.054,0.757,0.816,0.471,21.083,0.877,0.244
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,32,1878,1155,38.348,1.587,34.4,1347,140.375,0.616,0.702,192,0.914,20.6,8.8,1474.978,54.589,28.166,27.295,7.673,0.281,367.648,153.539,0.615,0.819,0.493,20.411,0.857,0.272
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,33,1296,854,32.975,1.693,27.67,1021,122.985,0.574,0.704,167,0.9,16.9,7.3,1017.876,46.84,23.809,23.438,4.669,0.199,271.837,136.711,0.659,0.836,0.496,21.885,0.836,0.196
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,34,2393,1486.5,43.505,1.946,35.07,1746,169.075,0.57,0.638,259.5,0.934,24.9,8.8,1879.458,68.242,34.28,34.121,7.482,0.219,473.168,181.095,0.621,0.789,0.406,22.062,0.851,0.218
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,35,3494,2008.5,50.57,1.66,45.88,2445.5,194.138,0.525,0.664,437,0.886,28.9,10,2744.181,76.158,38.28,38.079,7.292,0.191,639.325,219.238,0.575,0.811,0.441,23.931,0.821,0.19
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,36,2316,1492.5,43.593,2.107,33.15,1745.5,171.736,0.548,0.624,253,0.929,24.9,8.5,1818.982,69.857,35.432,34.928,6.434,0.184,475.078,184.953,0.644,0.783,0.389,22.92,0.855,0.182
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,37,2082,1342.5,41.344,1.477,37.54,1570.5,149.957,0.58,0.745,228,0.879,21,9,1635.199,55.462,28.183,27.785,5.923,0.214,427.331,170.61,0.645,0.861,0.556,21.682,0.855,0.21
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,38,2158,1354,41.521,1.989,32.94,1634,160.605,0.532,0.634,280,0.898,24.4,7.9,1694.889,65.513,32.99,32.757,6.296,0.192,430.992,178.853,0.627,0.78,0.402,23.625,0.829,0.191
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,39,1380,848,32.859,1.757,28.02,981.5,124.677,0.611,0.667,133.5,0.944,17.9,7,1083.849,49.244,24.853,24.622,6.711,0.273,269.927,132.083,0.614,0.806,0.445,20.573,0.864,0.27
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,40,2520,1535.5,44.216,1.721,38.26,1787,167.01,0.592,0.671,251.5,0.925,24,9.2,1979.203,65.863,33.225,32.932,6.421,0.195,488.765,180.61,0.609,0.807,0.451,21.244,0.859,0.193
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,41,2800,1516,43.934,1.19,48.51,1743.5,157.478,0.615,0.761,227.5,0.895,21.7,10.3,2199.115,57.723,29.109,28.862,10.232,0.355,482.558,176.024,0.541,0.868,0.579,20.438,0.87,0.352
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,42,1142,810.5,32.124,1.769,25.41,944,118.174,0.564,0.715,133.5,0.88,16.4,7.3,896.925,44.944,23.085,22.473,5.439,0.242,257.99,134.326,0.71,0.837,0.511,22.262,0.859,0.236
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,43,2236,1525.5,44.072,1.965,33.73,1807.5,168.357,0.553,0.665,282,0.904,23,9.6,1756.15,66.287,34.862,33.179,6.998,0.211,485.582,186.267,0.682,0.808,0.442,22.744,0.844,0.201
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,44,2338,1562,44.596,1.933,34.78,1859,171.619,0.548,0.663,297,0.906,24.5,9.6,1836.261,67.231,34.277,33.658,3.737,0.111,497.2,189.338,0.668,0.813,0.44,22.951,0.84,0.109
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,45,2691,1583,44.895,1.661,40.25,1761,167.323,0.585,0.672,178,0.908,24.9,9.8,2113.506,66.851,35.123,33.425,8.147,0.244,503.885,184.368,0.588,0.797,0.451,21.473,0.899,0.232
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,46,2391,1776,47.553,1.678,37.74,1996,169.497,0.637,0.751,220,0.905,22.6,10.5,1877.887,63.348,32.439,31.776,9.545,0.301,565.318,187.196,0.743,0.852,0.563,19.731,0.89,0.294
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,47,2234,1511,43.862,2.454,30.17,1814,178.033,0.504,0.592,303,0.917,26.1,9.2,1754.579,74.041,38.416,37.022,5.4,0.146,480.966,194.167,0.676,0.765,0.351,24.951,0.833,0.141
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,48,1496,895.5,33.767,1.26,34.46,991,118.46,0.678,0.778,95.5,0.92,16.9,7.8,1174.956,43.417,23.045,21.708,8.033,0.37,285.047,128.811,0.599,0.868,0.605,18.529,0.904,0.349
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,49,2187,1425.5,42.603,1.852,34.37,1749,162.894,0.536,0.669,323.5,0.891,22.7,8.9,1717.666,63.64,32.416,31.82,6.218,0.195,453.751,182.752,0.652,0.815,0.448,23.429,0.815,0.192
Setaria,italica,1_3,Bcn-1,PI 614815,2,6,12,21,41,50,2084,1241.5,39.758,1.809,33.94,1417,150.632,0.591,0.648,175.5,0.927,23.1,7.9,1636.77,61.4,30.783,30.7,7.663,0.25,395.182,162.468,0.596,0.781,0.419,21.261,0.876,0.249
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,1,1929,1093.5,37.313,1.021,43.46,1264.5,129.988,0.636,0.841,171,0.885,16.8,9.7,1515.033,44.385,22.278,22.196,9.748,0.439,348.072,146.953,0.567,0.932,0.707,19.749,0.865,0.438
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,2,1660,1027,36.161,1.651,31.71,1183.5,135.3,0.581,0.691,156.5,0.908,19.8,7.9,1303.761,52.345,26.642,26.173,5.622,0.215,326.904,149.054,0.619,0.823,0.477,21.633,0.868,0.211
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,3,1930,1155.5,38.357,1.347,37.85,1290,135.997,0.644,0.752,134.5,0.906,20.2,8.7,1515.818,50.99,26.037,25.495,8.197,0.322,367.807,150.125,0.599,0.849,0.566,19.505,0.896,0.315
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,4,2862,1639.5,45.689,1.572,42.67,1936.5,173.002,0.589,0.681,297,0.925,25.2,10,2247.81,67.067,33.725,33.534,7.119,0.212,521.869,186.953,0.573,0.821,0.464,21.318,0.847,0.211
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,5,2159,1320.5,41.004,1.314,40.53,1493.5,146.552,0.641,0.77,173,0.911,20.6,9.8,1695.675,53.263,28.18,26.902,9.612,0.361,420.328,160.953,0.612,0.876,0.593,19.618,0.884,0.341
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,6,1650,1095.5,37.347,1.37,34.71,1205.5,129.72,0.675,0.786,110,0.908,18.3,8.4,1295.907,47.539,24.418,23.806,8.859,0.373,348.708,142.811,0.664,0.869,0.617,18.617,0.909,0.363
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,7,1364,760.5,31.117,1.077,35.59,850,108.514,0.71,0.812,89.5,0.936,14,8.4,1071.283,38.328,19.535,19.164,10.001,0.522,242.075,115.983,0.558,0.901,0.659,17.688,0.895,0.512
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,8,1845,1141.5,38.124,1.206,39.11,1266.5,132.918,0.67,0.808,125,0.908,18.5,8.8,1449.06,47.17,24.353,23.646,9.95,0.422,363.351,146.326,0.619,0.897,0.653,18.757,0.901,0.409
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,9,1688,1053,36.616,1.773,30.86,1236,136.998,0.579,0.669,183,0.906,20.4,8.1,1325.752,54.708,27.767,27.354,5.632,0.206,335.18,151.196,0.624,0.797,0.448,21.71,0.852,0.203
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,10,2365,1409.5,42.363,1.279,43,1639.5,151.448,0.589,0.77,230,0.873,22,10.1,1857.467,55,28.665,27.5,8.312,0.302,448.658,173.439,0.596,0.876,0.593,21.342,0.86,0.29
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,11,2302,1312,40.872,1.656,37.29,1562.5,156.374,0.547,0.662,250.5,0.901,23.7,8.6,1807.987,61.741,30.941,30.871,5.034,0.163,417.623,173.539,0.57,0.806,0.438,22.954,0.84,0.163
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,12,1632,950,34.779,1.562,32.33,1119,129.292,0.54,0.689,169,0.869,20.3,7.4,1281.77,50.488,26.489,25.244,5.471,0.217,302.394,148.711,0.582,0.815,0.475,23.279,0.849,0.207
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,13,2624,1607,45.234,1.768,38.52,1890.5,172.071,0.547,0.664,283.5,0.895,25,9.7,2060.885,68.118,35.901,34.187,5.811,0.171,511.524,192.167,0.612,0.804,0.441,22.979,0.85,0.162
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,14,2461,1583,44.895,1.683,38.24,1840.5,164.954,0.577,0.698,257.5,0.888,24.6,9.4,1932.865,64.351,32.178,32.175,7.522,0.234,503.885,185.681,0.643,0.816,0.487,21.78,0.86,0.234
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,15,2218,1379.5,41.91,1.301,41.29,1614,149.007,0.596,0.78,234.5,0.873,21.8,9.2,1742.013,53.712,27.115,26.9,8.336,0.31,439.108,170.61,0.622,0.883,0.609,21.1,0.855,0.307
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,16,1698,1040.5,36.398,1.378,35.1,1217,131.989,0.536,0.752,176.5,0.845,20,8,1333.606,48.374,24.889,24.187,5.011,0.207,331.201,156.125,0.613,0.869,0.566,23.426,0.855,0.201
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,17,2268,1286,40.465,1.143,44.55,1432.5,141.712,0.676,0.795,146.5,0.917,20,10,1781.283,50.912,25.96,25.456,11.676,0.459,409.347,154.569,0.567,0.886,0.632,18.578,0.898,0.45
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,18,3904,2117.5,51.924,1.348,53.82,2512.5,193.279,0.597,0.716,395,0.916,28,11.8,3066.194,72.533,37.275,36.266,11.599,0.32,674.021,211.095,0.542,0.848,0.512,21.044,0.843,0.311
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,19,3181,1649.5,45.828,1.196,51.57,2004,170.423,0.503,0.743,354.5,0.839,26.7,10.2,2498.352,61.685,31.128,31.01,4.371,0.142,525.052,203.095,0.519,0.879,0.552,25.006,0.823,0.14
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,20,1511,908,34.001,1.25,34.77,998,117.332,0.694,0.782,90,0.915,16.8,8,1186.737,43.463,22.621,21.731,9.873,0.454,289.025,128.225,0.601,0.859,0.612,18.108,0.91,0.436
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,21,2542,1621.5,45.437,1.55,40.5,1864,165.391,0.606,0.724,242.5,0.902,24.8,9.8,1996.482,62.769,32.188,31.385,8.329,0.265,516.139,183.439,0.638,0.839,0.524,20.752,0.87,0.259
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,22,1457,936.5,34.531,1.384,32.44,1033.5,121.329,0.656,0.769,97,0.906,17.2,7.5,1144.325,44.911,23.13,22.479,7.515,0.335,298.097,133.983,0.643,0.86,0.591,19.169,0.906,0.325
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,23,2449,1452.5,43.004,1.394,41.92,1745.5,158.669,0.54,0.736,293,0.863,24.1,9.3,1923.44,58.421,29.848,29.378,6.487,0.222,462.345,183.924,0.593,0.865,0.542,23.289,0.832,0.217
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,24,1640,1002.5,35.727,1.351,34.84,1136.5,126.377,0.621,0.759,134,0.887,18.8,8.2,1288.053,47.074,24.268,23.537,7.339,0.312,319.106,142.468,0.611,0.855,0.576,20.247,0.882,0.302
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,25,3540,1996,50.412,1.66,46.18,2386,197.028,0.541,0.658,390,0.915,28.4,11.2,2780.31,76.662,40.448,38.614,9.235,0.241,635.347,215.338,0.564,0.818,0.432,23.232,0.837,0.228
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,26,2785,1613.5,45.325,1.302,46.26,1830.5,163.056,0.611,0.753,217,0.895,23.5,10.2,2187.334,60.208,30.554,30.104,9.897,0.329,513.593,182.125,0.579,0.862,0.567,20.557,0.881,0.324
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,27,2156,1197,39.039,1.115,43.96,1361.5,137.382,0.645,0.796,164.5,0.9,19.2,9.7,1693.318,49.041,25.341,24.529,9.85,0.402,381.017,152.711,0.555,0.892,0.634,19.482,0.879,0.389
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,28,2288,1254,39.958,1.051,46.66,1465,141.932,0.577,0.815,211,0.859,18.9,10.2,1796.991,49.041,24.853,24.525,8.149,0.332,399.161,165.196,0.548,0.921,0.664,21.762,0.856,0.328
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,29,3212,1766.5,47.425,1.301,49.69,2092.5,174.842,0.569,0.734,326,0.886,26,10.6,2522.699,64.637,33.064,32.319,8.842,0.274,562.294,197.439,0.55,0.861,0.538,22.067,0.844,0.267
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,30,2515,1575.5,44.788,1.365,42.92,1851,161.542,0.601,0.764,275.5,0.89,24.2,10,1975.276,58.6,30.325,29.344,9.288,0.317,501.497,181.439,0.626,0.877,0.584,20.895,0.851,0.306
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,31,2010,1257,40.006,1.41,37.76,1451.5,145.363,0.605,0.751,194.5,0.9,21.2,9.4,1578.65,53.235,27.621,26.932,9.417,0.354,400.116,161.539,0.625,0.869,0.565,20.76,0.866,0.341
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,32,2250,1274.5,40.283,1.096,45.31,1461.5,143.143,0.609,0.811,187,0.883,20.7,9.4,1767.146,49.659,25.797,25.086,9.166,0.369,405.686,162.125,0.566,0.918,0.658,20.623,0.872,0.355
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,33,1708,1056.5,36.677,1.285,36.46,1278,133.431,0.531,0.783,221.5,0.844,18.1,7.9,1341.46,46.84,23.663,23.426,4.725,0.202,336.294,158.125,0.619,0.907,0.613,23.666,0.827,0.2
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,34,1887,1108,37.56,1.307,38,1260.5,134.752,0.579,0.756,152.5,0.869,20.6,8.4,1482.046,49.659,25.042,24.829,5.503,0.222,352.687,155.054,0.587,0.864,0.572,21.698,0.879,0.22
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,35,1769,1064.5,36.815,1.133,39.51,1237.5,129.743,0.566,0.822,173,0.844,19.8,8.2,1389.369,44.777,22.759,22.725,6.136,0.274,338.841,153.782,0.602,0.922,0.676,22.216,0.86,0.27
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,36,2301,1253.5,39.95,1.249,42.93,1522.5,147.974,0.543,0.745,269,0.869,23,8.7,1807.201,53.6,27.855,26.95,5.032,0.188,399.001,170.267,0.545,0.879,0.556,23.128,0.823,0.181
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,37,2152,1243.5,39.79,1.854,34.07,1491.5,156.243,0.533,0.63,248,0.912,23.2,8.2,1690.177,63.159,32.058,31.579,5.801,0.184,395.818,171.296,0.578,0.787,0.397,23.597,0.834,0.181
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,38,2030,1134.5,38.006,1.4,38.08,1373.5,142.598,0.524,0.713,239,0.864,21.8,8.2,1594.358,53.31,27.353,26.655,3.669,0.138,361.123,164.953,0.559,0.851,0.508,23.984,0.826,0.134
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,39,1591,914.5,34.123,1.323,34.68,1037.5,123.002,0.57,0.744,123,0.866,18.9,7.8,1249.568,45.88,23.122,22.94,6.145,0.268,291.094,141.983,0.575,0.853,0.553,22.044,0.881,0.266
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,40,1440,935.5,34.513,1.325,32.97,1056,121.947,0.642,0.79,120.5,0.901,16.7,8,1130.973,43.681,22.254,21.841,6.128,0.281,297.779,135.296,0.65,0.889,0.624,19.567,0.886,0.275
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,41,1646,1172,38.629,2.104,27.97,1399.5,148.807,0.54,0.656,227.5,0.901,21.1,8.1,1292.765,58.856,30.046,29.435,5.309,0.18,373.059,165.196,0.712,0.805,0.431,23.285,0.837,0.177
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,42,2472,1434.5,42.737,1.327,43.16,1635,154.873,0.632,0.746,200.5,0.917,22.5,10.1,1941.504,57.271,29.542,28.637,9.896,0.346,456.616,168.953,0.58,0.861,0.557,19.899,0.877,0.335
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,43,1842,1224,39.477,2.047,30,1457.5,151.503,0.522,0.643,233.5,0.882,22.2,8,1446.703,61.4,31.095,30.702,4.452,0.145,389.611,171.681,0.664,0.785,0.413,24.08,0.84,0.143
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,44,2038,1331,41.167,2.481,28.66,1583,168.655,0.498,0.579,252,0.921,24.8,7.8,1600.641,71.113,35.699,35.556,4.536,0.128,423.67,183.196,0.653,0.755,0.335,25.215,0.841,0.127
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,45,2168,1465.5,43.196,1.79,34.81,1679,159.982,0.587,0.693,213.5,0.903,23,9.3,1702.743,62.29,32.104,31.175,7.844,0.252,466.483,177.095,0.676,0.818,0.481,21.401,0.873,0.244
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,46,1322,818.5,32.282,1.369,31.07,933,115.021,0.563,0.759,114.5,0.851,17.4,7.3,1038.296,42.544,21.433,21.272,4.866,0.229,260.537,135.154,0.619,0.861,0.576,22.317,0.877,0.227
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,47,1842,1040,36.389,1.16,39.85,1155,127.135,0.658,0.787,115,0.902,17.9,9.2,1446.703,46.228,23.616,23.114,9.929,0.43,331.042,140.912,0.565,0.875,0.62,19.092,0.9,0.42
