@relation skull-measurements

@ATTRIBUTE Sex   {M,F}
@ATTRIBUTE Population  STRING
@ATTRIBUTE GOL   NUMERIC
@ATTRIBUTE BBH   NUMERIC
@ATTRIBUTE ZYB   NUMERIC
@ATTRIBUTE AUB   NUMERIC
@ATTRIBUTE NLH   NUMERIC
@ATTRIBUTE OBH   NUMERIC
@ATTRIBUTE OBB   NUMERIC
@ATTRIBUTE NLB   NUMERIC
@ATTRIBUTE MDH   NUMERIC
@ATTRIBUTE OCC   NUMERIC
  
@DATA
M,TOLAI,189,139,135,121,53,33,40,28,29,106
M,TOLAI,190,139,140,124,50,31,43,27,30,97
M,TOLAI,183,131,134,115,48,33,38,28,27,93
M,TOLAI,188,138,135,117,48,30,42,31,24,100
M,TOLAI,177,133,137,128,50,32,40,26,28,94
M,TOLAI,175,127,131,112,47,31,42,27,30,88
M,TOLAI,173,123,133,116,45,33,41,26,29,87
M,TOLAI,185,130,139,119,48,33,44,30,32,97
M,TOLAI,179,129,134,117,45,30,41,26,19,101
M,TOLAI,180,129,135,118,46,32,41,28,31,97
M,TOLAI,180,138,143,120,49,35,44,29,36,92
M,TOLAI,179,138,140,121,52,33,41,27,27,93
M,TOLAI,181,139,132,117,42,30,41,27,30,98
M,TOLAI,179,132,136,117,48,29,41,27,26,96
M,TOLAI,187,134,139,123,47,33,42,28,28,86
M,TOLAI,188,133,139,124,49,31,42,25,32,96
M,TOLAI,186,133,133,122,49,34,42,23,28,98
M,TOLAI,184,131,137,117,52,36,39,30,28,90
M,TOLAI,183,131,135,121,45,33,41,29,30,94
M,TOLAI,181,138,136,123,53,33,42,26,24,94
M,TOLAI,177,131,136,124,47,32,43,27,27,91
M,TOLAI,182,132,136,122,48,32,38,29,33,90
M,TOLAI,179,139,133,114,50,35,42,28,23,94
M,TOLAI,186,145,136,122,55,32,41,28,23,99
M,TOLAI,184,133,128,116,45,28,39,30,29,100
M,TOLAI,196,141,136,123,45,30,43,30,33,105
M,TOLAI,186,139,144,128,52,34,45,30,28,91
M,TOLAI,183,135,137,116,48,32,41,30,26,98
M,TOLAI,187,140,135,118,51,33,43,32,30,100
M,TOLAI,190,130,135,118,47,31,40,26,26,100
M,TOLAI,182,138,133,118,50,27,42,28,24,99
M,TOLAI,173,134,133,113,47,32,39,25,31,86
M,TOLAI,191,140,133,113,47,34,42,27,27,100
M,TOLAI,180,134,134,116,42,31,39,27,31,99
M,TOLAI,193,135,136,121,48,33,43,29,29,97
F,TOLAI,172,125,129,117,48,31,39,24,25,94
F,TOLAI,188,129,126,119,48,32,40,31,30,99
F,TOLAI,176,127,128,118,46,33,39,24,30,94
F,TOLAI,177,124,125,113,49,35,39,27,25,90
F,TOLAI,179,129,132,118,49,34,40,27,27,93
F,TOLAI,172,124,122,114,47,33,40,25,29,89
F,TOLAI,171,121,118,106,45,28,37,29,26,90
F,TOLAI,178,130,131,113,46,32,39,27,24,90
F,TOLAI,176,132,127,115,50,32,38,27,26,90
F,TOLAI,171,128,124,116,45,31,37,26,28,91
F,TOLAI,174,127,126,118,48,33,39,26,22,92
F,TOLAI,176,125,129,119,49,32,40,26,29,90
F,TOLAI,177,132,129,113,48,31,39,30,30,93
F,TOLAI,178,124,120,111,46,33,40,28,31,92
F,TOLAI,180,125,126,115,46,33,42,26,28,100
F,TOLAI,173,125,117,108,45,32,38,26,23,101
F,TOLAI,177,130,132,119,46,34,42,27,26,91
F,TOLAI,180,129,130,120,50,33,39,26,28,100
F,TOLAI,172,127,131,115,47,30,37,26,28,95
F,TOLAI,167,125,125,113,45,33,40,26,28,93
F,TOLAI,164,125,121,116,44,31,36,26,28,90
F,TOLAI,170,126,124,116,45,30,40,24,31,90
F,TOLAI,182,127,126,111,47,31,42,30,28,97
F,TOLAI,182,129,138,124,49,35,41,30,27,91
F,TOLAI,178,130,134,121,49,33,41,29,28,91
F,TOLAI,172,127,120,114,47,33,40,25,23,92
F,TOLAI,177,127,132,118,47,34,38,27,31,96
F,TOLAI,173,132,126,119,44,31,36,28,25,96
F,TOLAI,179,127,129,118,51,34,40,28,22,92
F,TOLAI,178,127,120,111,48,34,39,28,26,95
M,TOLAI,183,131,135,126,50,35,41,26,26,102
F,TOLAI,174,135,131,120,49,33,41,29,31,94
F,TOLAI,168,132,130,112,47,32,37,25,22,87
F,TOLAI,178,128,124,114,45,32,37,24,26,94
F,TOLAI,173,130,129,113,44,33,40,27,26,93
F,TOLAI,167,120,118,110,41,34,37,25,21,89
F,TOLAI,181,133,136,121,53,36,41,29,30,96
F,TOLAI,173,130,124,113,45,33,37,29,26,96
F,TOLAI,184,126,129,115,50,34,40,27,21,92
F,TOLAI,174,125,119,106,42,32,39,26,29,95
F,TOLAI,169,129,126,111,48,31,39,25,24,95
F,TOLAI,172,122,122,114,42,28,38,26,28,97
F,TOLAI,166,125,116,111,45,30,37,25,21,93
F,TOLAI,169,119,121,110,44,29,40,24,25,90
F,TOLAI,168,125,119,107,48,30,41,29,21,95
F,TOLAI,181,128,128,121,48,36,40,27,25,98
F,TOLAI,168,127,122,110,46,32,40,27,26,90
F,TOLAI,176,120,120,111,47,32,40,28,25,91
F,TOLAI,175,123,128,111,43,32,36,27,22,92
F,TOLAI,169,126,125,117,43,33,36,26,20,93
F,TOLAI,168,128,133,121,45,31,39,24,29,91
F,TOLAI,183,137,131,119,47,31,39,25,28,95
F,TOLAI,175,127,126,116,46,32,41,26,28,95
F,TOLAI,169,125,130,118,46,32,37,28,24,92
F,TOLAI,179,134,133,120,48,32,39,24,22,96
M,MOKAPU,181,147,138,129,49,34,39,26,33,105
M,MOKAPU,174,130,136,124,54,34,40,28,32,95
M,MOKAPU,185,147,142,131,55,36,40,25,31,105
M,MOKAPU,181,138,130,120,49,33,40,26,28,94
M,MOKAPU,181,148,142,133,57,34,38,25,28,96
M,MOKAPU,178,132,134,123,50,33,39,25,27,100
M,MOKAPU,187,148,140,130,52,37,42,27,26,98
M,MOKAPU,196,142,138,128,54,36,40,27,34,112
M,MOKAPU,181,147,140,130,50,36,41,27,32,105
M,MOKAPU,182,138,143,133,60,33,43,29,32,97
M,MOKAPU,181,139,138,129,53,34,40,28,34,103
M,MOKAPU,183,143,138,131,51,34,40,26,29,99
M,MOKAPU,184,149,141,129,53,38,43,25,28,108
M,MOKAPU,174,141,137,123,54,36,40,27,30,97
M,MOKAPU,194,152,139,130,56,37,40,28,28,101
M,MOKAPU,192,150,147,133,55,36,42,27,33,102
M,MOKAPU,190,146,142,132,55,33,43,29,34,106
M,MOKAPU,188,137,136,122,51,34,40,27,33,102
M,MOKAPU,190,147,143,134,56,35,40,29,34,96
M,MOKAPU,180,143,137,125,53,34,42,28,30,99
M,MOKAPU,197,143,143,136,58,40,41,30,33,104
M,MOKAPU,180,143,148,135,55,39,40,27,32,98
M,MOKAPU,190,147,136,123,54,37,40,25,31,103
M,MOKAPU,182,140,138,123,48,34,39,28,28,109
M,MOKAPU,184,151,135,124,52,33,41,30,31,98
M,MOKAPU,184,151,144,132,54,36,39,29,29,106
M,MOKAPU,188,141,130,120,54,35,38,29,30,96
M,MOKAPU,197,140,132,122,53,32,42,30,32,107
M,MOKAPU,185,142,133,123,52,35,42,27,29,98
M,MOKAPU,197,144,141,129,55,36,40,26,32,103
M,MOKAPU,185,143,132,126,51,36,39,27,28,98
M,MOKAPU,195,139,144,131,60,35,44,27,35,106
M,MOKAPU,190,143,138,127,50,35,40,27,35,107
M,MOKAPU,185,143,141,128,52,32,42,27,29,94
M,MOKAPU,183,147,138,133,53,35,41,27,36,103
M,MOKAPU,186,144,135,125,49,33,40,29,38,100
M,MOKAPU,192,148,148,138,59,35,40,27,34,106
M,MOKAPU,184,141,140,129,54,36,40,26,30,106
M,MOKAPU,174,135,138,126,54,35,40,26,32,100
M,MOKAPU,190,146,133,130,55,36,43,29,31,108
M,MOKAPU,188,141,145,130,52,34,41,26,29,102
M,MOKAPU,186,150,141,128,52,36,42,30,31,107
M,MOKAPU,194,152,148,137,53,36,41,28,29,112
M,MOKAPU,184,147,141,130,54,34,40,26,34,100
M,MOKAPU,178,138,139,126,53,37,43,27,33,104
M,MOKAPU,186,141,132,121,52,34,41,25,25,105
M,MOKAPU,184,144,135,126,52,34,40,27,29,106
F,MOKAPU,169,132,122,115,47,34,38,23,25,96
F,MOKAPU,173,136,125,119,52,35,40,25,22,94
F,MOKAPU,173,139,127,122,53,33,37,25,28,101
F,MOKAPU,171,136,127,117,51,33,39,27,24,103
F,MOKAPU,163,131,123,116,49,34,39,23,26,95
F,MOKAPU,181,143,127,118,52,33,39,25,27,100
F,MOKAPU,172,137,130,121,52,36,39,25,24,94
F,MOKAPU,173,135,123,115,48,32,38,28,27,101
F,MOKAPU,169,138,128,120,48,34,41,28,27,88
F,MOKAPU,178,140,128,119,52,36,41,27,27,104
F,MOKAPU,189,139,127,118,50,37,40,29,27,105
F,MOKAPU,181,139,135,130,49,33,41,28,26,105
F,MOKAPU,178,141,122,115,48,35,39,28,26,106
F,MOKAPU,180,141,130,122,52,35,41,26,25,106
F,MOKAPU,179,142,127,121,52,37,40,28,26,104
F,MOKAPU,177,139,124,118,49,36,40,26,27,101
F,MOKAPU,168,127,126,113,48,35,38,26,26,98
F,MOKAPU,176,138,137,126,53,36,40,27,28,104
F,MOKAPU,178,133,125,115,49,34,39,27,24,99
F,MOKAPU,179,137,130,121,50,33,39,28,31,103
F,MOKAPU,187,144,128,116,51,35,40,27,21,102
F,MOKAPU,179,135,120,112,47,34,39,26,23,94
F,MOKAPU,176,137,124,116,49,36,40,22,24,99
F,MOKAPU,165,125,120,109,46,30,35,24,27,89
F,MOKAPU,175,137,128,118,51,36,41,25,28,103
F,MOKAPU,171,139,128,126,51,33,39,27,31,112
F,MOKAPU,178,139,130,122,50,36,40,26,23,98
F,MOKAPU,186,147,128,122,49,33,39,26,29,113
F,MOKAPU,183,140,134,122,47,33,40,26,30,100
F,MOKAPU,174,129,124,118,50,35,41,25,26,98
F,MOKAPU,172,134,123,121,52,35,40,26,26,97
F,MOKAPU,184,140,125,114,50,33,41,25,26,100
F,MOKAPU,180,139,126,118,44,32,39,26,28,103
F,MOKAPU,176,137,119,113,46,32,37,23,20,101
F,MOKAPU,176,136,130,120,47,34,39,27,20,92
F,MOKAPU,172,133,125,119,48,35,41,28,24,100
F,MOKAPU,171,135,127,119,50,33,40,25,28,107
F,MOKAPU,178,132,133,126,45,33,41,26,24,104
F,MOKAPU,177,137,129,120,48,35,39,25,24,99
F,MOKAPU,173,138,127,117,47,34,39,27,24,98
F,MOKAPU,169,141,128,120,47,31,38,23,23,106
F,MOKAPU,184,138,134,126,50,34,40,28,27,96
F,MOKAPU,174,137,123,118,48,35,37,26,23,94
F,MOKAPU,169,140,120,113,53,34,39,25,28,96
F,MOKAPU,171,125,131,124,51,33,40,28,26,101
F,MOKAPU,175,131,124,118,54,37,39,26,30,101
F,MOKAPU,180,135,131,124,49,34,42,25,20,94
F,MOKAPU,172,135,129,123,51,34,41,28,24,100
F,MOKAPU,160,134,126,117,45,32,38,25,22,92
M,BURIAT,178,141,143,137,57,34,45,28,27,97
M,BURIAT,185,134,140,127,59,33,39,30,29,102
M,BURIAT,191,138,151,142,59,37,40,28,27,104
M,BURIAT,184,126,145,142,59,38,40,29,31,91
M,BURIAT,185,131,142,137,54,36,43,26,30,93
M,BURIAT,183,140,147,140,57,36,42,26,33,106
M,BURIAT,177,137,148,137,53,36,43,27,27,85
M,BURIAT,172,128,135,130,54,36,40,26,28,96
M,BURIAT,191,130,149,140,59,37,42,30,33,108
M,BURIAT,189,139,147,138,60,38,43,29,27,96
M,BURIAT,180,132,144,138,57,37,42,28,27,94
M,BURIAT,194,134,145,135,60,38,42,29,34,101
M,BURIAT,179,134,146,138,53,36,41,31,29,93
M,BURIAT,182,131,147,140,53,34,40,29,32,97
M,BURIAT,187,132,148,142,59,34,40,26,27,93
M,BURIAT,185,127,143,140,57,38,42,25,24,89
M,BURIAT,180,133,143,135,58,35,40,30,28,90
M,BURIAT,186,124,137,127,54,34,40,26,28,86
M,BURIAT,184,131,139,132,60,36,42,27,28,99
M,BURIAT,176,123,137,123,53,32,39,30,30,90
M,BURIAT,184,131,149,137,55,36,44,27,31,95
M,BURIAT,178,121,140,132,62,37,40,28,30,87
M,BURIAT,177,126,142,138,57,36,44,28,29,97
M,BURIAT,184,123,134,128,56,35,39,29,32,93
M,BURIAT,170,133,141,132,53,33,40,28,34,98
M,BURIAT,180,135,136,125,54,35,40,24,30,96
M,BURIAT,183,133,142,135,53,35,43,25,30,102
M,BURIAT,174,136,143,138,55,36,39,26,28,92
M,BURIAT,185,138,152,140,62,36,44,29,34,91
M,BURIAT,187,136,152,137,61,38,41,32,35,90
M,BURIAT,183,138,145,138,56,31,40,30,31,100
M,BURIAT,175,135,142,134,56,34,41,27,31,90
M,BURIAT,182,135,143,137,61,38,40,32,27,94
M,BURIAT,168,132,147,135,50,33,41,30,28,90
M,BURIAT,182,138,147,142,53,36,41,28,34,98
M,BURIAT,171,122,139,134,54,36,41,29,30,92
M,BURIAT,178,126,138,134,56,35,41,30,27,89
M,BURIAT,174,125,151,142,58,35,42,27,31,86
M,BURIAT,176,127,138,135,58,38,42,27,27,86
M,BURIAT,187,134,151,139,55,35,44,31,29,100
M,BURIAT,178,138,148,139,52,33,40,27,29,97
M,BURIAT,191,136,139,127,60,35,40,28,31,104
M,BURIAT,172,129,139,131,52,37,42,26,28,84
M,BURIAT,180,139,138,123,59,39,43,28,31,97
M,BURIAT,190,135,147,140,58,38,43,29,34,92
F,BURIAT,166,125,139,131,57,36,40,28,25,87
F,BURIAT,171,126,132,128,49,35,39,25,32,95
F,BURIAT,175,123,134,128,54,35,40,27,25,100
F,BURIAT,176,121,132,131,55,35,37,27,28,100
F,BURIAT,180,128,142,138,57,36,41,30,29,98
F,BURIAT,179,128,139,134,53,34,41,27,32,97
F,BURIAT,173,133,143,138,54,35,39,29,29,102
F,BURIAT,170,130,141,137,57,36,40,25,30,82
F,BURIAT,169,129,126,124,56,36,41,30,23,85
F,BURIAT,175,115,129,125,54,38,42,29,25,93
F,BURIAT,163,127,131,127,52,35,38,27,23,94
F,BURIAT,181,120,128,121,53,33,42,29,24,99
F,BURIAT,166,131,129,125,51,33,39,26,28,98
F,BURIAT,176,129,132,127,50,37,40,22,30,98
F,BURIAT,158,119,132,123,50,34,38,26,29,88
F,BURIAT,170,124,134,132,53,35,39,26,25,90
F,BURIAT,167,117,132,127,52,37,40,27,22,92
F,BURIAT,170,130,134,133,57,36,40,29,20,89
F,BURIAT,162,123,126,123,52,34,36,29,25,95
F,BURIAT,179,130,138,134,55,34,41,27,26,99
F,BURIAT,174,121,132,127,52,32,40,27,28,85
F,BURIAT,167,130,138,130,57,38,40,27,20,96
F,BURIAT,173,129,137,129,52,37,40,26,24,103
F,BURIAT,171,129,128,123,48,35,37,25,26,93
F,BURIAT,171,130,134,131,55,37,38,24,31,96
F,BURIAT,183,130,136,128,53,36,43,30,24,97
F,BURIAT,170,127,137,133,51,32,41,27,25,96
F,BURIAT,169,119,134,125,51,34,39,27,25,88
F,BURIAT,171,126,130,128,51,32,38,26,22,83
F,BURIAT,175,125,133,129,58,35,39,25,20,103
F,BURIAT,174,133,131,129,61,36,42,27,22,93
F,BURIAT,174,122,136,133,57,35,41,25,27,94
F,BURIAT,168,130,134,131,54,34,39,26,26,92
F,BURIAT,160,123,137,131,50,34,39,30,21,84
F,BURIAT,173,131,145,136,55,34,39,27,31,90
F,BURIAT,171,131,133,125,54,35,39,27,23,96
F,BURIAT,176,135,143,133,54,36,41,26,24,96
F,BURIAT,176,130,133,128,55,32,42,26,23,92
F,BURIAT,173,131,141,139,52,34,39,25,29,100
F,BURIAT,175,127,132,129,55,33,37,30,24,110
F,BURIAT,164,138,133,129,50,33,38,23,18,92
F,BURIAT,166,126,132,129,50,35,41,29,28,98
F,BURIAT,176,129,137,134,54,35,40,27,24,85
F,BURIAT,168,122,135,130,52,34,40,26,23,100
F,BURIAT,171,128,134,128,52,37,42,27,28,102
F,BURIAT,175,132,136,130,54,34,41,29,26,101
F,BURIAT,172,121,138,122,53,36,41,27,25,92
F,BURIAT,177,126,146,137,58,38,42,28,27,84
F,BURIAT,162,124,129,122,50,35,36,27,30,95
F,BURIAT,175,123,140,131,53,35,41,29,26,95
F,BURIAT,176,133,128,124,53,35,39,27,26,97
F,BURIAT,177,133,133,130,51,35,39,27,26,97
F,BURIAT,170,127,126,120,47,30,39,24,24,103
F,BURIAT,180,138,131,126,57,37,41,24,25,102
M,ESKIMO,193,138,135,122,52,38,42,25,22,99
M,ESKIMO,194,138,142,125,54,38,44,23,29,95
M,ESKIMO,179,129,147,130,53,37,43,25,28,86
M,ESKIMO,182,136,137,125,56,38,41,24,24,94
M,ESKIMO,188,136,138,131,54,35,39,20,25,107
M,ESKIMO,197,141,138,131,55,37,40,23,22,106
M,ESKIMO,191,136,132,128,50,37,41,25,25,102
M,ESKIMO,184,136,138,126,52,35,45,24,27,89
M,ESKIMO,185,132,137,129,53,35,42,23,27,90
M,ESKIMO,185,137,145,130,57,35,43,23,29,93
M,ESKIMO,191,135,137,125,52,35,43,21,23,91
M,ESKIMO,187,140,140,125,56,37,40,23,26,96
M,ESKIMO,194,141,140,126,61,39,41,25,32,90
M,ESKIMO,184,136,135,126,55,38,41,24,31,105
M,ESKIMO,184,146,143,128,53,35,43,20,30,92
M,ESKIMO,194,147,140,122,53,36,42,25,25,100
M,ESKIMO,190,137,141,125,56,37,43,23,28,97
M,ESKIMO,181,135,134,125,52,37,40,22,29,89
M,ESKIMO,187,136,139,129,54,37,43,21,29,108
M,ESKIMO,190,149,148,127,54,37,42,20,28,98
F,ESKIMO,188,139,132,121,53,34,41,24,24,97
M,ESKIMO,183,134,138,123,55,33,41,24,27,90
M,ESKIMO,186,138,142,124,54,33,44,29,29,101
M,ESKIMO,180,138,140,128,55,35,41,26,32,95
M,ESKIMO,184,145,137,122,54,38,41,23,28,100
M,ESKIMO,187,138,136,123,55,37,42,23,28,101
M,ESKIMO,193,146,140,127,54,39,40,22,31,102
M,ESKIMO,181,139,137,130,53,37,40,22,22,92
M,ESKIMO,185,139,141,127,51,36,43,25,23,108
M,ESKIMO,182,135,148,132,51,35,44,24,26,95
M,ESKIMO,194,147,144,136,55,33,40,23,26,98
M,ESKIMO,182,140,137,123,52,35,41,24,28,99
M,ESKIMO,196,145,144,124,55,37,41,21,30,102
M,ESKIMO,192,140,137,122,54,36,42,25,27,92
M,ESKIMO,199,139,140,130,56,36,40,27,26,108
M,ESKIMO,179,129,132,119,52,36,40,26,29,92
M,ESKIMO,184,138,134,120,52,32,41,23,29,103
M,ESKIMO,196,143,135,123,55,37,41,23,31,102
M,ESKIMO,182,133,144,130,56,35,40,22,29,100
M,ESKIMO,191,133,136,118,57,37,43,23,29,90
M,ESKIMO,186,138,133,119,49,35,39,26,26,94
M,ESKIMO,187,134,142,129,61,34,41,22,29,95
M,ESKIMO,187,141,148,132,54,40,45,25,34,94
M,ESKIMO,187,133,136,125,53,36,44,25,29,100
M,ESKIMO,193,137,134,124,53,36,41,25,29,101
M,ESKIMO,186,143,140,122,50,35,42,23,29,108
M,ESKIMO,192,148,139,123,57,36,44,25,32,100
F,ESKIMO,177,133,136,123,49,35,41,24,24,100
F,ESKIMO,185,127,127,115,51,34,41,24,24,96
F,ESKIMO,197,138,132,121,55,36,40,22,26,105
F,ESKIMO,182,134,133,121,50,35,42,25,20,105
F,ESKIMO,180,133,130,119,52,37,39,23,19,95
F,ESKIMO,183,133,134,128,53,37,41,26,22,94
F,ESKIMO,181,131,133,124,52,39,42,22,23,91
F,ESKIMO,177,124,129,119,48,35,42,23,21,89
F,ESKIMO,177,134,131,125,51,35,39,23,28,97
F,ESKIMO,181,132,125,115,46,37,40,24,23,98
F,ESKIMO,185,133,140,126,54,38,40,21,20,95
F,ESKIMO,183,133,131,123,55,37,43,22,24,102
F,ESKIMO,178,134,135,123,53,37,42,24,28,98
F,ESKIMO,180,126,129,117,47,36,41,20,22,96
F,ESKIMO,176,132,131,118,51,36,41,21,18,82
F,ESKIMO,188,132,132,126,53,38,39,22,23,102
F,ESKIMO,187,137,126,123,50,32,39,23,26,93
F,ESKIMO,183,133,128,118,51,35,40,24,22,91
F,ESKIMO,192,142,132,121,51,35,44,25,25,95
F,ESKIMO,182,134,127,115,52,38,41,22,23,104
F,ESKIMO,182,131,128,123,48,37,42,23,19,96
F,ESKIMO,184,129,134,125,47,32,39,25,25,96
F,ESKIMO,179,133,132,123,53,36,40,22,24,88
F,ESKIMO,178,124,132,120,45,32,40,22,23,96
F,ESKIMO,178,134,128,123,51,36,38,24,23,101
F,ESKIMO,177,137,129,119,53,33,40,24,22,95
F,ESKIMO,178,134,133,124,51,35,41,24,25,94
F,ESKIMO,185,141,135,120,52,33,39,23,24,96
F,ESKIMO,174,127,127,115,48,35,39,24,19,96
F,ESKIMO,176,137,142,128,53,36,39,24,28,93
F,ESKIMO,182,137,132,118,50,34,39,24,27,90
F,ESKIMO,189,135,128,118,51,36,39,23,22,100
F,ESKIMO,173,126,123,116,50,35,40,21,21,98
F,ESKIMO,178,130,130,122,48,34,39,24,24,106
F,ESKIMO,179,126,133,127,47,35,42,22,23,97
F,ESKIMO,180,135,133,122,50,35,41,25,22,98
F,ESKIMO,173,136,131,119,46,30,41,23,23,93
F,ESKIMO,189,138,133,123,50,33,42,26,20,108
F,ESKIMO,176,138,127,122,52,35,39,25,23,95
F,ESKIMO,180,133,129,119,52,35,40,24,23,88
F,ESKIMO,183,137,128,118,48,36,40,22,22,105
F,ESKIMO,176,125,129,117,48,35,41,24,18,92
F,ESKIMO,178,129,129,119,48,36,42,22,19,100
F,ESKIMO,175,130,128,118,49,36,42,23,29,98
F,ESKIMO,179,134,129,120,50,31,39,24,21,92
F,ESKIMO,185,137,132,121,54,36,42,22,23,100
F,ESKIMO,183,140,127,118,56,37,43,24,24,96
F,ESKIMO,174,127,126,118,50,34,41,22,23,87
F,ESKIMO,185,134,125,120,48,35,39,22,21,100
F,ESKIMO,177,130,119,114,47,34,38,25,27,95
F,ESKIMO,182,135,130,118,49,32,41,24,26,90
F,ESKIMO,181,134,125,117,51,34,38,25,24,95
F,ESKIMO,178,138,130,117,52,38,42,23,21,93
F,ESKIMO,184,122,132,125,50,34,41,25,23,91
M,PERU,183,130,138,132,49,34,37,26,32,96
M,PERU,180,130,144,134,50,34,39,28,31,94
M,PERU,177,129,135,123,48,33,37,28,23,95
M,PERU,175,129,137,128,52,36,39,23,27,93
M,PERU,178,126,132,121,48,36,37,23,25,93
M,PERU,182,136,131,125,51,34,38,25,32,94
M,PERU,186,131,142,132,53,35,39,26,30,102
M,PERU,178,133,138,122,49,35,37,27,27,96
M,PERU,180,143,141,125,54,33,41,25,35,98
M,PERU,182,135,136,127,51,34,37,25,29,95
M,PERU,176,123,136,127,53,35,36,27,29,102
M,PERU,192,128,140,121,51,33,39,29,30,106
M,PERU,172,133,136,130,50,34,40,26,30,96
M,PERU,182,129,129,120,46,33,37,26,31,104
M,PERU,184,144,132,119,50,36,39,25,25,110
M,PERU,183,128,131,122,51,33,39,24,35,100
M,PERU,178,135,137,127,48,34,38,26,38,94
M,PERU,170,125,124,115,49,32,37,27,30,103
M,PERU,179,132,137,128,51,35,38,25,33,95
M,PERU,182,134,136,122,53,36,39,25,28,96
M,PERU,169,128,136,126,51,35,37,26,30,94
M,PERU,181,130,133,122,52,33,38,24,30,106
M,PERU,173,122,135,125,48,32,36,28,27,92
M,PERU,174,128,134,124,48,35,40,24,28,98
M,PERU,172,127,129,120,46,32,37,24,30,99
M,PERU,172,137,137,125,55,37,39,25,26,91
M,PERU,175,125,134,121,51,36,41,26,29,91
M,PERU,183,131,136,123,49,32,38,25,31,106
M,PERU,174,129,130,118,50,33,40,27,29,92
M,PERU,181,129,132,123,53,35,38,25,31,97
M,PERU,172,132,131,120,54,35,40,20,33,106
M,PERU,173,124,132,120,48,34,36,26,30,83
M,PERU,176,124,137,127,50,35,37,27,28,96
M,PERU,177,124,127,114,48,35,36,23,29,98
M,PERU,170,131,135,120,53,35,38,23,30,90
M,PERU,184,135,134,124,50,34,38,27,32,93
M,PERU,178,130,141,128,54,36,39,26,30,95
M,PERU,180,130,137,124,48,35,39,26,31,101
M,PERU,175,129,135,126,47,32,38,24,25,94
M,PERU,176,132,137,127,49,31,36,26,32,98
M,PERU,178,132,133,120,50,36,40,22,25,97
F,PERU,169,128,127,120,48,34,38,26,32,99
F,PERU,177,130,124,117,50,31,37,25,33,92
F,PERU,168,126,117,110,44,34,37,26,25,94
F,PERU,169,124,119,115,43,33,37,25,22,98
F,PERU,175,132,126,119,52,38,39,24,29,98
F,PERU,167,125,129,123,47,34,37,23,24,95
F,PERU,168,125,123,117,48,35,36,23,29,105
F,PERU,167,117,127,120,47,34,36,24,26,96
F,PERU,171,126,124,115,48,34,36,24,26,98
F,PERU,170,121,119,116,45,33,36,22,26,101
F,PERU,160,124,129,125,45,32,36,24,28,92
F,PERU,173,125,122,114,46,33,37,24,27,98
F,PERU,165,127,122,116,46,35,36,27,23,99
F,PERU,169,122,122,115,45,33,35,24,27,93
F,PERU,172,123,129,120,48,36,36,26,28,93
F,PERU,176,127,131,126,51,34,36,23,28,90
F,PERU,169,121,124,117,49,36,36,23,26,90
F,PERU,178,131,129,117,48,35,38,21,23,93
F,PERU,164,129,134,121,49,34,37,21,28,101
F,PERU,177,126,125,118,50,33,36,23,28,96
F,PERU,170,127,126,120,48,35,36,25,25,89
F,PERU,172,122,132,123,50,36,39,25,24,99
F,PERU,176,128,125,116,44,32,35,25,27,108
F,PERU,171,127,127,120,46,35,38,22,27,99
F,PERU,169,131,127,124,51,34,34,24,28,107
F,PERU,176,126,127,119,47,33,39,26,29,95
F,PERU,169,128,133,123,50,36,38,27,21,94
F,PERU,164,120,118,111,48,35,36,23,24,100
F,PERU,176,117,130,117,49,35,37,22,26,91
F,PERU,164,122,124,115,44,33,36,24,29,94
F,PERU,170,119,120,106,50,34,36,24,22,102
F,PERU,157,127,125,112,45,33,37,26,22,82
F,PERU,167,128,126,119,50,36,40,24,25,97
F,PERU,161,118,128,123,47,35,39,26,24,87
F,PERU,171,134,135,124,54,36,38,23,24,83
F,PERU,175,129,132,114,50,34,38,25,32,92
F,PERU,176,133,131,122,51,37,38,23,29,101
F,PERU,171,128,129,121,46,32,39,23,34,94
F,PERU,175,128,128,122,50,33,37,24,29,100
F,PERU,160,120,125,117,47,35,37,23,26,85
F,PERU,173,126,130,121,42,32,39,24,29,90
F,PERU,160,121,126,109,47,33,36,26,31,87
M,ANDAMAN,168,132,121,108,46,32,38,25,26,89
M,ANDAMAN,161,128,124,111,46,33,36,24,26,86
M,ANDAMAN,165,124,126,116,46,32,38,25,25,88
M,ANDAMAN,163,124,123,113,46,32,37,26,26,89
M,ANDAMAN,169,131,120,105,42,31,38,22,26,87
M,ANDAMAN,169,126,126,113,46,32,38,24,26,90
M,ANDAMAN,171,137,125,113,47,31,38,22,26,95
M,ANDAMAN,168,131,122,111,47,31,38,24,23,92
M,ANDAMAN,165,125,121,113,47,32,37,24,27,93
M,ANDAMAN,167,124,121,110,46,32,37,25,23,82
M,ANDAMAN,178,133,132,123,45,34,41,26,23,95
M,ANDAMAN,166,129,120,114,48,33,38,25,22,93
M,ANDAMAN,162,127,122,113,46,32,36,24,25,87
F,ANDAMAN,159,131,123,114,41,32,37,22,23,92
F,ANDAMAN,161,122,119,105,44,32,37,23,22,95
F,ANDAMAN,159,122,112,104,45,32,36,27,22,88
F,ANDAMAN,164,123,119,111,46,32,37,23,21,89
F,ANDAMAN,159,118,124,116,44,32,38,24,21,86
F,ANDAMAN,158,125,114,101,43,33,35,22,23,87
