@relation chemical_pottery

@ATTRIBUTE group  {1,2,3,4,5,6,7}
@ATTRIBUTE Formula   STRING
@ATTRIBUTE Na2O   NUMERIC
@ATTRIBUTE MgO   NUMERIC
@ATTRIBUTE Al2O3   NUMERIC
@ATTRIBUTE SiO2   NUMERIC
@ATTRIBUTE Cl   NUMERIC
@ATTRIBUTE K2O   NUMERIC
@ATTRIBUTE TiO2   NUMERIC
@ATTRIBUTE Cr2O3   NUMERIC
@ATTRIBUTE MnO   NUMERIC
@ATTRIBUTE Fe2O3   NUMERIC
@ATTRIBUTE NiO   NUMERIC
@ATTRIBUTE CuO   NUMERIC
@ATTRIBUTE ZnO   NUMERIC
@ATTRIBUTE Rb2O   NUMERIC
@ATTRIBUTE SrO   NUMERIC
@ATTRIBUTE Y2O3   NUMERIC
@ATTRIBUTE ZrO2   NUMERIC
@ATTRIBUTE Nb2O5   NUMERIC
@ATTRIBUTE BaO   NUMERIC

@DATA
6,"5105r",0.345,4.73,11,49.5,0.104,4.24,1.42,0.0284,0.0482,10.3,0.0011,0.0143,0.0189,0.0336,0.0454,0.0072,0.0811,0.005,0.0252
6,"5104r",0.44,7.47,11.9,54.2,0.402,5.05,1.35,0.0264,0.0485,9.21,0,0,0.0207,0.0308,0.0299,0.0051,0.0614,0.0042,0.0203
6,"5103r",0.655,6.46,11.9,53.4,1.42,4.35,1.36,0.0493,0.042,8.63,0.0128,0.0153,0.0252,0.0258,0.0223,0.0025,0.0671,0.0012,0.0138
6,"5102r",0.614,5.71,11.7,51.5,0.625,4.02,1.38,0.0535,0.0526,9.06,0.0136,0.0181,0.0293,0.0293,0.0353,0.0036,0.0606,0.003,0
6,"5101r",0.415,2.79,11.9,59.4,0.151,3.62,1.33,0.0633,0.0468,9.22,0.0177,0.0205,0.0281,0.0257,0.0217,0.0039,0.0946,0.0018,0.0057
6,"5011r",0.653,3.45,7.6,48.1,2.24,2.61,1.02,0.0164,0.0525,5.84,0,0.0065,0.0105,0.0163,0.0269,0.0038,0.0737,0.0017,0
6,"5010r",0.296,2.49,9.58,52,0.0685,2.78,1.26,0.0437,0.051,6.37,0,0.0137,0.0182,0.0189,0.0277,0.0047,0.0873,0.0027,0
6,"5009r",0.347,2.4,9.1,56.9,0.0827,3.52,1.16,0,0.0535,5.7,0,0.0072,0.013,0.0221,0.0252,0.0044,0.0959,0.0018,0.0304
6,"5008r",0.451,2.95,10.2,58.4,0.107,3.97,1.2,0.0416,0.055,6.73,0,0.0087,0.0198,0.0249,0.0242,0.0028,0.0721,0.0013,0.0188
6,"5007r",0.362,2.86,9.61,60.6,0.0795,4.02,1.02,0.0063,0.0413,6.13,0,0.0048,0.0124,0.0248,0.0259,0.0045,0.0624,0.0042,0
6,"5006r",0.386,2.88,10.8,59.1,0.0887,4.03,1.19,0.0469,0.0512,6.26,0,0.0155,0.0212,0.0237,0.0225,0.0017,0.0635,0.0003,0.0149
6,"5005r",0.614,2.16,14.9,64.2,0.0996,5.12,1.56,0.0643,0.0553,9.61,0.0145,0.0157,0.0557,0.0312,0.0106,0.0033,0.0684,0.0023,0.0039
6,"5004r",0.602,2.24,13.8,66.4,0.101,4.48,1.25,0.0613,0.0467,9.26,0.0143,0.0154,0.0202,0.0258,0.0096,0.0011,0.0554,0.0007,0.0053
6,"5003r",0.589,2.57,16.3,61.3,0.0979,5.77,1.72,0.0722,0.0471,10.3,0.0147,0.0163,0.032,0.0417,0.0161,0.0037,0.0693,0.0035,0
6,"5002r",0.175,2.39,14.1,64.4,0.0744,5.39,1.55,0.0358,0.0351,11.3,0,0,0,0.035,0.0156,0.0046,0.0517,0.0034,0
6,"5002c",0.343,2.45,14.4,62.8,0.0563,5.49,1.67,0.068,0.0409,11.8,0.0115,0.0139,0.0326,0.0394,0.0155,0.004,0.0586,0.0036,0.0105
6,"5003c",0.645,2.23,13.9,64.1,0.0457,5.64,1.76,0.045,0.0456,10.4,0.0051,0.0058,0.0217,0.0517,0.0176,0.0066,0.08,0.0057,0
6,"5005c",0.566,2.31,12.4,65.7,0.0641,4.62,1.55,0.0465,0.0676,10.5,0.0082,0.0085,0.0529,0.0323,0.0112,0.0042,0.0754,0.0034,0
6,"5006c",0.615,2.98,8.26,59.3,0.065,3.91,0.947,0.0096,0.049,5.83,0,0.007,0.0143,0.025,0.0239,0.0029,0.0608,0.0012,0.0149
6,"5008c",0.553,3.34,8.53,58.2,0.0788,3.8,1.09,0.0088,0.0484,6.6,0.002,0.0062,0.015,0.0273,0.0268,0.0051,0.0811,0.0026,0.0113
